method,scenario,time_step,state_index,score_diff_before,health_my_before,health_opp_before,recovery_lock_before,counter_ready_before,base_action_id,execution_rank,execution_q_loss,execution_adjusted,action_id,action_name,action_type,macro_group,opponent_action_id,opponent_action_name,counter_action_id,counter_action_name,delta_score,self_drop,opp_drop,fall_event,step_reward,score_diff_after,health_my_after,health_opp_after,recovery_lock_after,counter_ready_after,match_index,match_seed
static,领先局,10,5396,2,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D21,duck_slip_combo,,,0,0,0,0,0.03666815439002756,2,2,2,0,0,364,966994897
static,领先局,11,5432,2,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D10,orbit_step,,,0,0,0,0,0.02720881262014975,2,2,2,0,0,364,966994897
static,领先局,12,5468,2,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,0,0,0,0,0.0332225705008145,2,2,2,0,0,364,966994897
static,领先局,13,5504,2,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D07,duck_evade,,,0,0,0,0,0.03873101469139751,2,2,2,0,0,364,966994897
static,领先局,14,5540,2,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D10,orbit_step,,,0,0,0,0,0.02720881262014975,2,2,2,0,0,364,966994897
static,领先局,15,5576,2,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D10,orbit_step,,,1,0,0,0,0.011419008895347178,3,2,2,0,0,364,966994897
static,领先局,16,6332,3,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,0,0,0,0,0.015409248889219096,3,2,2,0,0,364,966994897
static,领先局,17,6368,3,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D21,duck_slip_combo,,,0,0,0,0,0.017695457763903445,3,2,2,0,0,364,966994897
static,领先局,18,6404,3,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D07,duck_evade,,,0,0,0,0,0.019064203869023848,3,2,2,0,0,364,966994897
static,领先局,19,6440,3,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D22,block_retreat_combo,,,0,0,0,0,0.017215819837432422,3,2,2,0,0,364,966994897
static,领先局,20,6476,3,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,0,0,0,0,0.015409248889219096,3,2,2,0,0,364,966994897
rule,领先局,1,5072,2,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A04,swing_punch,,,0,0,0,0,-0.2132779119737852,2,2,2,0,0,364,966994897
rule,领先局,2,5108,2,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A12,body_charge,A01,straight_punch,1,0,0,0,0.16585143281219103,3,2,2,0,1,364,966994897
rule,领先局,3,5865,3,2,2,0,1,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A02,hook_punch,,,0,0,0,0,-0.09377252432410137,3,2,2,0,0,364,966994897
rule,领先局,4,5900,3,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A02,hook_punch,,,0,0,0,0,-0.09377252432410137,3,2,2,0,0,364,966994897
rule,领先局,5,5936,3,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A09,knee_strike,,,0,0,0,0,-0.04534300648386261,3,2,2,0,0,364,966994897
rule,领先局,6,5972,3,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A04,swing_punch,,,0,0,0,0,-0.2132779119737852,3,2,2,0,0,364,966994897
rule,领先局,7,6008,3,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A11,five_kick_combo,,,0,1,0,0,-0.26617619547465843,3,1,2,0,0,364,966994897
rule,领先局,8,6032,3,1,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A12,body_charge,A01,straight_punch,1,0,0,0,0.15944477969625506,4,1,2,0,1,364,966994897
rule,领先局,9,6789,4,1,2,0,1,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A06,side_kick,,,0,1,0,0,-0.14432399616174327,4,0,2,0,0,364,966994897
rule,领先局,10,6812,4,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A05,front_kick,,,0,0,0,0,-0.05792694437891285,4,0,2,0,0,364,966994897
rule,领先局,11,6848,4,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A11,five_kick_combo,,,0,0,0,1,-0.5184598387858637,4,0,2,1,0,364,966994897
rule,领先局,12,6886,4,0,2,1,0,D16,1,0.0,0,D16,step_adjust,defense,平衡恢复,A12,body_charge,A01,straight_punch,1,0,0,0,-0.19149776923248193,5,0,2,0,1,364,966994897
rule,领先局,13,7641,5,0,2,0,1,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A04,swing_punch,,,0,0,0,1,-0.2690794665996234,5,0,2,1,0,364,966994897
rule,领先局,14,7678,5,0,2,1,0,D16,1,0.0,0,D16,step_adjust,defense,平衡恢复,A06,side_kick,,,0,0,0,0,-0.11859132752192424,5,0,2,0,0,364,966994897
rule,领先局,15,7712,5,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A09,knee_strike,,,0,0,0,0,0.20072655636604836,5,0,2,0,0,364,966994897
rule,领先局,16,7748,5,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A07,spinning_kick,A01,straight_punch,0,0,0,0,-0.7883301639370885,5,0,2,0,0,364,966994897
rule,领先局,17,7784,5,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A04,swing_punch,,,0,0,0,1,-0.10975892515115582,5,0,2,1,0,364,966994897
rule,领先局,18,7822,5,0,2,1,0,D16,1,0.0,0,D16,step_adjust,defense,平衡恢复,A03,combo_punch,,,0,0,0,0,0.16966787677349118,5,0,2,0,0,364,966994897
rule,领先局,19,7856,5,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A09,knee_strike,,,0,0,0,0,0.2767265563660483,5,0,2,0,0,364,966994897
rule,领先局,20,7892,5,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A12,body_charge,A01,straight_punch,0,0,0,0,-0.3893766502904208,5,0,2,0,0,364,966994897
mdp,领先局,1,5072,2,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D03,elbow_block,,,0,0,0,0,0.05236842837106998,2,2,2,0,0,364,966994897
mdp,领先局,2,5108,2,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D20,slip_parry_combo,,,0,0,0,0,0.054965478395463604,2,2,2,0,0,364,966994897
mdp,领先局,3,5144,2,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D03,elbow_block,,,0,0,0,0,0.05236842837106998,2,2,2,0,0,364,966994897
mdp,领先局,4,5180,2,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D03,elbow_block,,,0,0,0,0,0.05236842837106998,2,2,2,0,0,364,966994897
mdp,领先局,5,5216,2,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D01,cross_block,,,0,0,0,0,0.053312659911308985,2,2,2,0,0,364,966994897
mdp,领先局,6,5252,2,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D02,single_parry,,,0,0,0,0,0.05355390458683949,2,2,2,0,0,364,966994897
mdp,领先局,7,5288,2,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D06,lateral_slip,,,0,0,0,0,0.05486984867633815,2,2,2,0,0,364,966994897
mdp,领先局,8,5324,2,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D07,duck_evade,,,0,0,0,0,0.03873101469139751,2,2,2,0,0,364,966994897
mdp,领先局,9,5360,2,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D22,block_retreat_combo,,,0,0,0,0,0.035945283995111314,2,2,2,0,0,364,966994897
mdp,领先局,10,5396,2,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D22,block_retreat_combo,,,0,0,0,0,0.035945283995111314,2,2,2,0,0,364,966994897
mdp,领先局,11,5432,2,2,2,0,0,D01,1,0.0,0,D01,cross_block,defense,保守防守,A11,five_kick_combo,,,0,1,0,1,-0.36950690911710127,2,1,2,1,0,364,966994897
mdp,领先局,12,5458,2,1,2,1,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A12,body_charge,A01,straight_punch,1,0,0,0,0.15944477969625506,3,1,2,0,1,364,966994897
mdp,领先局,13,6213,3,1,2,0,1,D01,1,0.0,0,D01,cross_block,defense,保守防守,A04,swing_punch,,,0,1,0,0,-0.2584203309695925,3,0,2,0,0,364,966994897
mdp,领先局,14,6236,3,0,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A06,side_kick,,,0,0,0,0,-0.0692159685710595,3,0,2,0,0,364,966994897
mdp,领先局,15,6272,3,0,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A09,knee_strike,,,0,0,0,0,0.1318057662867479,3,0,2,0,0,364,966994897
mdp,领先局,16,6308,3,0,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A07,spinning_kick,A01,straight_punch,1,0,0,0,-0.18750284228495714,4,0,2,0,0,364,966994897
mdp,领先局,17,7064,4,0,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A04,swing_punch,,,0,0,0,1,0.07987520315531518,4,0,2,1,0,364,966994897
mdp,领先局,18,7102,4,0,2,1,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A03,combo_punch,,,0,0,0,0,0.19254891054539486,4,0,2,0,0,364,966994897
mdp,领先局,19,7136,4,0,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A09,knee_strike,,,0,0,0,0,0.24960576628674797,4,0,2,0,0,364,966994897
mdp,领先局,20,7172,4,0,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A12,body_charge,A01,straight_punch,1,0,0,0,0.5477524436071607,5,0,2,0,1,364,966994897
greedy,平局局,1,3632,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D03,elbow_block,,,0,0,0,0,0.05236842837106998,0,2,2,0,0,278,1927207675
greedy,平局局,2,3668,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D02,single_parry,,,0,0,0,0,0.05355390458683949,0,2,2,0,0,278,1927207675
greedy,平局局,3,3704,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D20,slip_parry_combo,,,0,0,0,0,0.054965478395463604,0,2,2,0,0,278,1927207675
greedy,平局局,4,3740,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D06,lateral_slip,,,0,0,0,0,0.05486984867633815,0,2,2,0,0,278,1927207675
greedy,平局局,5,3776,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D03,elbow_block,,,0,0,0,0,0.05236842837106998,0,2,2,0,0,278,1927207675
greedy,平局局,6,3812,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D02,single_parry,,,0,0,0,0,0.05355390458683949,0,2,2,0,0,278,1927207675
greedy,平局局,7,3848,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D03,elbow_block,,,0,0,0,0,0.05236842837106998,0,2,2,0,0,278,1927207675
greedy,平局局,8,3884,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D03,elbow_block,,,0,0,0,0,0.05236842837106998,0,2,2,0,0,278,1927207675
greedy,平局局,9,3920,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D01,cross_block,,,0,0,0,0,0.053312659911308985,0,2,2,0,0,278,1927207675
greedy,平局局,10,3956,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D01,cross_block,,,0,0,0,0,0.06954357491750643,0,2,2,0,0,278,1927207675
greedy,平局局,11,3992,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D01,cross_block,,,0,0,0,0,0.06954357491750643,0,2,2,0,0,278,1927207675
greedy,平局局,12,4028,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D03,elbow_block,,,0,0,0,0,0.06818234996686501,0,2,2,0,0,278,1927207675
greedy,平局局,13,4064,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D03,elbow_block,,,0,0,0,0,0.06818234996686501,0,2,2,0,0,278,1927207675
greedy,平局局,14,4100,0,2,2,0,0,A02,1,0.0,0,A02,hook_punch,attack,试探攻击,D03,elbow_block,,,0,0,0,0,0.06818234996686501,0,2,2,0,0,278,1927207675
greedy,平局局,15,4136,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,0,0,0,0,0.04959658813932822,0,2,2,0,0,278,1927207675
greedy,平局局,16,4172,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D10,orbit_step,,,0,0,0,0,0.040981164404215537,0,2,2,0,0,278,1927207675
greedy,平局局,17,4208,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D10,orbit_step,,,0,0,0,1,0.040981164404215537,0,2,2,1,0,278,1927207675
greedy,平局局,18,4246,0,2,2,1,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A01,straight_punch,,,0,1,0,0,-0.06918520227122614,0,1,2,0,0,278,1927207675
greedy,平局局,19,4268,0,1,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D22,block_retreat_combo,,,0,0,0,0,0.05250509359090648,0,1,2,0,0,278,1927207675
greedy,平局局,20,4304,0,1,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D07,duck_evade,,,0,0,0,0,0.05649598428465738,0,1,2,0,0,278,1927207675
static,平局局,1,3632,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D10,orbit_step,,,0,0,0,0,0.02720881262014975,0,2,2,0,0,278,1927207675
static,平局局,2,3668,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D07,duck_evade,,,0,0,0,0,0.03873101469139751,0,2,2,0,0,278,1927207675
static,平局局,3,3704,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,0,0,0,0,0.0332225705008145,0,2,2,0,0,278,1927207675
static,平局局,4,3740,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,0,0,0,0,0.0332225705008145,0,2,2,0,0,278,1927207675
static,平局局,5,3776,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D21,duck_slip_combo,,,0,0,0,0,0.03666815439002756,0,2,2,0,0,278,1927207675
static,平局局,6,3812,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D21,duck_slip_combo,,,0,0,0,0,0.03666815439002756,0,2,2,0,0,278,1927207675
static,平局局,7,3848,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,0,0,0,0,0.0332225705008145,0,2,2,0,0,278,1927207675
static,平局局,8,3884,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,0,0,0,0,0.0332225705008145,0,2,2,0,0,278,1927207675
static,平局局,9,3920,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,1,0,0,0,0.0332225705008145,1,2,2,0,0,278,1927207675
static,平局局,10,4676,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,0,0,0,0,0.0332225705008145,1,2,2,0,0,278,1927207675
static,平局局,11,4712,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D21,duck_slip_combo,,,0,0,0,0,0.03666815439002756,1,2,2,0,0,278,1927207675
static,平局局,12,4748,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D10,orbit_step,,,0,0,0,0,0.02720881262014975,1,2,2,0,0,278,1927207675
static,平局局,13,4784,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D21,duck_slip_combo,,,0,0,0,0,0.03666815439002756,1,2,2,0,0,278,1927207675
static,平局局,14,4820,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D22,block_retreat_combo,,,0,0,0,0,0.035945283995111314,1,2,2,0,0,278,1927207675
static,平局局,15,4856,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D22,block_retreat_combo,,,0,0,0,0,0.035945283995111314,1,2,2,0,0,278,1927207675
static,平局局,16,4892,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D10,orbit_step,,,0,0,0,0,0.02720881262014975,1,2,2,0,0,278,1927207675
static,平局局,17,4928,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D07,duck_evade,,,0,0,0,0,0.03873101469139751,1,2,2,0,0,278,1927207675
static,平局局,18,4964,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D22,block_retreat_combo,,,0,0,0,0,0.035945283995111314,1,2,2,0,0,278,1927207675
static,平局局,19,5000,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D10,orbit_step,,,0,0,0,0,0.02720881262014975,1,2,2,0,0,278,1927207675
static,平局局,20,5036,1,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D20,slip_parry_combo,,,0,0,0,0,0.0332225705008145,1,2,2,0,0,278,1927207675
rule,平局局,1,3632,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D10,orbit_step,,,0,0,0,0,0.02720881262014975,0,2,2,0,0,278,1927207675
rule,平局局,2,3668,0,2,2,0,0,A04,1,0.0,0,A04,swing_punch,attack,激进攻击,D22,block_retreat_combo,,,1,0,0,0,0.035945283995111314,1,2,2,0,0,278,1927207675
rule,平局局,3,4424,1,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A12,body_charge,A01,straight_punch,1,0,0,0,0.16585143281219103,2,2,2,0,1,278,1927207675
rule,平局局,4,5181,2,2,2,0,1,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A10,punch_kick_combo,,,0,0,0,0,-0.09746430561944822,2,2,2,0,0,278,1927207675
rule,平局局,5,5216,2,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A03,combo_punch,,,0,0,0,0,-0.09216391498994424,2,2,2,0,0,278,1927207675
rule,平局局,6,5252,2,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A04,swing_punch,,,0,0,0,0,-0.2132779119737852,2,2,2,0,0,278,1927207675
rule,平局局,7,5288,2,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A03,combo_punch,,,0,0,0,0,-0.09216391498994424,2,2,2,0,0,278,1927207675
rule,平局局,8,5324,2,2,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A03,combo_punch,,,0,1,0,0,-0.09216391498994424,2,1,2,0,0,278,1927207675
rule,平局局,9,5348,2,1,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A08,low_sweep,,,0,0,0,0,-0.046954366832863074,2,1,2,0,0,278,1927207675
rule,平局局,10,5384,2,1,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A08,low_sweep,,,0,0,0,0,-0.046954366832863074,2,1,2,0,0,278,1927207675
rule,平局局,11,5420,2,1,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A09,knee_strike,,,0,0,0,0,-0.049474998102876325,2,1,2,0,0,278,1927207675
rule,平局局,12,5456,2,1,2,0,0,D15,1,0.0,0,D15,yield_buffer,defense,平衡恢复,A04,swing_punch,,,0,1,0,0,-0.23257113217012818,2,0,2,0,0,278,1927207675
rule,平局局,13,5480,2,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A01,straight_punch,,,0,0,0,0,-0.07233450960773584,2,0,2,0,0,278,1927207675
rule,平局局,14,5516,2,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A01,straight_punch,,,0,0,0,0,-0.07233450960773584,2,0,2,0,0,278,1927207675
rule,平局局,15,5552,2,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A05,front_kick,,,0,0,0,0,0.020570149695171,2,0,2,0,0,278,1927207675
rule,平局局,16,5588,2,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A02,hook_punch,,,0,0,0,0,-0.054324904491490605,2,0,2,0,0,278,1927207675
rule,平局局,17,5624,2,0,2,0,0,D05,1,0.0,0,D05,clamp_block,defense,保守防守,A01,straight_punch,,,0,0,0,1,0.013500952744513642,2,0,2,1,0,278,1927207675
rule,平局局,18,5662,2,0,2,1,0,D16,1,0.0,0,D16,step_adjust,defense,平衡恢复,A01,straight_punch,,,0,0,0,1,0.03139693242323428,2,0,2,1,0,278,1927207675
rule,平局局,19,5698,2,0,2,1,0,D16,1,0.0,0,D16,step_adjust,defense,平衡恢复,A06,side_kick,,,0,0,0,0,-0.04702979166060134,2,0,2,0,0,278,1927207675
