action_id,action_name,attack_category,attack_utility,conditional_flag,trigger_state,support_mode,phase_count,main_plane,rotation_complexity,support_switch_count,translation_distance_m,impact_impulse,impact_kinetic,score_potential,work_cost,peak_power_proxy,exec_time,exposure_index,com_shift_max,zmp_margin_norm,fall_risk,stable_margin_mode,range_tag_q1,end_velocity_peak,trajectory_type,direction_tag,height_tag,range_tag,target_zone,contact_mode_attack,attack_primary_plane,attack_entry_state,attack_trigger_state,semantic_source_type,contact_phase_policy,contact_phase_no,contact_phase_name,contact_phase_time_ratio,contact_fraction_in_phase,contact_phase_theta_deg,contact_translation_share,contact_support_mode,contact_strike_segments_json,contact_active_segments_json,contact_reach_m,contact_load_family,contact_plane,recover_phase_policy,recover_delay_base_s,recover_switch_coeff,recover_rotation_coeff,recover_risk_coeff,counter_unlock_mode,counter_unlock_coeff,response_policy_source,t_contact,t_end,t_recover,opp_recover_time,attack_description,J_attack_norm,E_attack_norm,H_attack,R_attack,tau_norm,time_norm,impact_score,score_prob,energy_cost,balance_cost,defense_id,defense_name,defense_category,category,defense_role,is_primary_candidate,closure_group,entry_state,exit_state,coverage_direction,coverage_height,coverage_range,coverage_target_zone,contact_mode,support_mode_def,route_type,primary_joint_group,primary_angle_deg,secondary_joint_group,secondary_angle_deg,sequence_ids,exec_time_def,effective_support_mass,balance_cost_def,mobility_cost,J_cap,E_cap,absorb_base,clear_back_m,clear_lateral_m,clear_orbit_m,clear_drop_m,postdef_delay_s,counter_readiness_tag,force_capacity_factor,force_capacity_factor_input,force_capacity_factor_delta,contact_stiffness_ratio,contact_stiffness_ratio_input,contact_stiffness_ratio_delta,defense_source_type,defense_description,force_capacity_basis,stiffness_basis,active_segments_json,support_segments_json,defense_stable_margin,force_capacity_factor_audit,contact_stiffness_ratio_audit,state_feasible,active_primary_feasible,fallback_feasible,ground_feasible,recovery_feasible,role_feasible,primary_role_feasible,direction_match,height_match,range_match,zone_match,p_geo,geo_covered,p_react,p_route,d_need,d_clear,p_clear,clearance_need_ratio,p_load_j,p_load_e,p_load,p_success,residual_damage,defense_damage,p_fall,base_counter_window,counter_window,counter_ready,counter_action_id,counter_action_ids,counter_action_names,counter_prob_effective,counter_prob,counter_tau_norm,p_block,exit_state_after_defense,counter_window_norm,defense_harm_safe,stability_safe,method1_score,method1_rank,method2_score,method2_rank,method3_score,method3_rank,proposed_score,primary_score,score_def,proposed_utility,fallback_score,rank,fallback_rank
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D03,elbow_block,block,block,active_primary,1,active,standing,standing,front,high,close,head_torso,rigid,double_support,block_line,elbow_single,50.0,,0.0,,0.12138020833333332,12.600000000000001,0.0824213025869223,0.6524285805978177,10.45906124272582,6.025605405078174,0.52,0.0,0.0,0.0,0.0,0.1,medium,1.1093609954301702,0.65,0.45936099543017017,0.48,0.5,-0.020000000000000018,derived_model,elbow block at close range,short rigid chain support,rigid contact with structural dissipation,"[""S2"", ""S4"", ""S6""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.12633,revisit,OK,True,True,False,False,False,True,True,0.0,1.0,1.0,1.0,0.65,True,0.8155069147418936,1.0,0.0,0.0,1.0,0.0,0.7289704872302102,0.4952471059921854,0.6121087966111978,0.3244663215370013,0.1908298298682616,0.1908298298682616,0.0669515539347827,0.058943597472143505,0.058943597472143505,0,,,,0.0,0.0,0.0,0.3244663215370013,standing,0.1057481845884092,0.8091701701317384,0.9330484460652173,0.5,5,0.3244663215370013,1,0.6263820381530674,1,0.12228419300181319,0.12228419300181319,0.12228419300181319,0.32129767593622727,0.0,1,10
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D04,downward_block,block,block,active_primary,1,active,standing,standing,front,low,middle,lower_limbs,rigid,double_support,block_line,shoulder_single,40.0,,0.0,,0.10510416666666667,12.600000000000001,0.071070451904515,0.562577787576308,10.45906124272582,6.025605405078174,0.52,0.0,0.0,0.0,0.0,0.1,medium,1.1093609954301702,0.6,0.5093609954301702,0.48,0.5,-0.020000000000000018,derived_model,downward block for low line attacks,single shoulder support chain,rigid contact with structural dissipation,"[""S2"", ""S3"", ""S4"", ""S5"", ""S6""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.12633,revisit,OK,True,True,False,False,False,True,True,0.0,0.0,0.5,0.0,0.1,True,0.838750216495211,1.0,0.0,0.0,1.0,0.0,0.7289704872302102,0.4952471059921854,0.6121087966111978,0.051340638567626516,0.296348544121479,0.296348544121479,0.08107249819292177,0.07521963913881016,0.07521963913881016,0,,,,0.0,0.0,0.0,0.051340638567626516,standing,0.13494833409317467,0.703651455878521,0.9189275018070783,0.5,6,0.051340638567626516,11,0.5278838186261737,10,0.0,0.0,0.0,0.0,0.0,8,11
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D05,clamp_block,block,block,active_primary,1,active,standing,standing,front,middle,close,torso_limbs,rigid,double_support,block_line,wrist_pair,60.0,,0.0,,0.13765624999999998,12.600000000000001,0.10389804999999999,0.822433705374812,10.45906124272582,6.025605405078174,0.52,0.0,0.0,0.0,0.0,0.18,slow,1.1093609954301702,0.7,0.40936099543017024,0.48,0.5,-0.020000000000000018,derived_model,close range clamp and catch,two hand close range constraint,rigid contact with structural dissipation,"[""S2"", ""S3"", ""S4"", ""S5"", ""S6""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.12633,revisit,OK,True,True,False,False,False,True,True,0.0,0.5,1.0,0.5,0.42500000000000004,True,0.7897530484311621,1.0,0.0,0.0,1.0,0.0,0.7289704872302102,0.4952471059921854,0.6121087966111978,0.20545128494047007,0.23680981059337614,0.23680981059337614,0.09926636258574806,0.0,0.0,0,,,,0.0,0.0,0.0,0.20545128494047007,standing,0.0,0.7631901894066239,0.9007336374142519,0.5,7,0.20545128494047007,4,0.550637415103792,4,0.03185562597044056,0.03185562597044056,0.03185562597044056,0.08369960449135494,0.0,6,12
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D06,lateral_slip,evade,evade,active_primary,1,active,standing,off_line,lateral,all,middle,all,none,dynamic_step,evade_lateral,hip_lateral,30.0,waist_turn,10.0,,0.128828125,11.592000000000002,0.0793303466125189,0.7387779588707346,0.0,0.0,0.0,0.0,0.09643336332501978,0.0,0.0,0.06,fast,0.0,0.0,0.0,1.0,0.05,0.95,derived_model,lateral slip to leave the attack line,non contact evade route,noncontact baseline reference,"[""S2"", ""S7"", ""S8"", ""S9"", ""S10""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.10738049999999999,OK,revisit,True,True,False,False,False,True,True,1.0,1.0,0.5,1.0,0.8999999999999999,True,0.8040368940996455,1.0,0.18,0.09643336332501978,0.2325783743983379,0.25,0.0,0.0,0.0,0.16830143440738568,0.2629692486120947,0.2629692486120947,0.09333844484626046,0.09149568080547685,0.09149568080547685,0,,,,0.0,0.0,0.0,0.16830143440738568,off_line,0.16414848359794015,0.7370307513879053,0.9066615551537396,1.0,1,0.16830143440738568,6,0.5390102504626352,7,0.037884951411645586,0.037884951411645586,0.037884951411645586,0.09954145783452267,0.0,5,13
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D07,duck_evade,evade,evade,active_primary,1,active,standing,crouched,front,high,middle,head_torso,none,quasi_single_support,evade_duck,knee_single,70.0,,0.0,,0.17393229166666666,10.836,0.14780610000000002,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.23203741893102367,0.1,medium,0.0,0.0,0.0,1.0,0.05,0.95,derived_model,duck under high line attacks,non contact vertical evade,noncontact baseline reference,"[""S2"", ""S7"", ""S8""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.0821145,OK,revisit,True,True,False,False,False,True,True,0.0,1.0,0.5,1.0,0.55,True,0.7232573480060643,0.48,0.1872,0.23203741893102367,0.6548742877579189,0.26,0.0,0.0,0.0,0.1250416571292643,0.27664727042982906,0.27664727042982906,0.2392437272927111,0.006391514138810173,0.006391514138810173,0,,,,0.0,0.0,0.0,0.1250416571292643,crouched,0.011466741867422475,0.7233527295701709,0.760756272707289,0.5,8,0.1250416571292643,9,0.5239859159120008,12,0.0,0.0,0.0,0.0,0.0,9,14
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D08,back_step,evade,evade,active_primary,1,active,standing,off_line,front_lateral,middle_high,middle,head_torso,none,dynamic_step,evade_back,step_back,50.0,torso_turn,10.0,,0.16138020833333333,11.592000000000002,0.12389634872246487,1.1538067779761212,0.0,0.0,0.0,0.1577668530603535,0.0,0.0,0.0,0.1,medium,0.0,0.0,0.0,1.0,0.05,0.95,derived_model,backward step to break range against straight or mid-high entries,non contact backward route,noncontact baseline reference,"[""S2"", ""S7"", ""S8"", ""S9"", ""S10""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.10738049999999999,OK,revisit,True,True,False,False,False,True,True,1.0,1.0,0.5,1.0,0.8999999999999999,True,0.7476650886224344,0.52,0.3024,0.1577668530603535,0.11242688384064889,0.42,0.0,0.0,0.0,0.039338983040883034,0.30374503005264425,0.30374503005264425,0.168377451426223,0.018943597472143525,0.018943597472143525,0,,,,0.0,0.0,0.0,0.039338983040883034,off_line,0.03398589716549764,0.6962549699473557,0.8316225485737769,1.0,2,0.039338983040883034,12,0.5254183233157853,11,0.0,0.0,0.0,0.0,0.0,10,15
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D09,spin_evade,evade,evade,active_primary,1,active,standing,off_line,spin,all,middle,all,none,single_support_rotational,evade_spin,waist_turn,120.0,,0.0,,0.2953125,9.576,0.0909576,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,medium,0.0,0.0,0.0,1.0,0.05,0.95,derived_model,spin off the incoming line,rotational evade route,noncontact baseline reference,"[""S2"", ""S7"", ""S8"", ""S9"", ""S10""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.050532,OK,revisit,True,True,False,False,False,True,True,0.5,1.0,0.5,1.0,0.7250000000000001,True,0.437054480153064,0.52,0.2736,0.0,0.019674304229519612,0.38,0.0,0.0,0.0,0.003241726038392033,0.31515838212947395,0.31515838212947395,0.2725480208463537,0.0,0.0,0,,,,0.0,0.0,0.0,0.003241726038392033,off_line,0.0,0.6848416178705261,0.7274519791536462,0.5,9,0.003241726038392033,13,0.5022677337311477,13,0.0,0.0,0.0,0.0,0.0,11,16
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D10,orbit_step,evade,evade,active_primary,1,active,standing,off_line,spin,all,long,all,none,dynamic_step,evade_orbit,waist_turn,90.0,hip_lateral,45.0,,0.22648437500000002,11.592000000000002,0.19328489999999998,1.8,0.0,0.0,0.0,0.0,0.0,0.3241420613767649,0.0,0.1,medium,0.0,0.0,0.0,1.0,0.05,0.95,derived_model,orbit step around wide spin or large arc attacks,non contact orbit route,noncontact baseline reference,"[""S2"", ""S7"", ""S8"", ""S9"", ""S10""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.10738049999999999,OK,revisit,True,True,False,False,False,True,True,0.5,1.0,0.0,1.0,0.625,True,0.6071042588012528,0.58,0.24480000000000002,0.3241420613767649,0.7564764996572351,0.34,0.0,0.0,0.0,0.1664817879265523,0.26354459055399576,0.26354459055399576,0.22791256914989952,0.0,0.0,0,,,,0.0,0.0,0.0,0.1664817879265523,off_line,0.0,0.7364554094460043,0.7720874308501005,0.5,10,0.1664817879265523,7,0.5313751180420283,9,0.0,0.0,0.0,0.0,0.0,12,17
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D11,head_guard,posture,posture,fallback_mitigation,0,fallback,standing,standing,front,high,middle,head,passive,double_support,head_cover,shoulder_pair,40.0,,0.0,,0.10510416666666667,12.600000000000001,0.071070451904515,0.562577787576308,6.817106022627187,4.340839457247231,0.63,0.0,0.0,0.0,0.0,0.1,medium,0.7230698193372225,0.65,0.07306981933722245,0.37,0.35,0.020000000000000018,derived_model,high guard posture for fallback,passive area coverage,passive contact spread,"[""S2"", ""S3"", ""S4"", ""S5"", ""S6""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.12633,OK,OK,True,False,True,False,False,True,False,0.0,1.0,0.5,0.5,0.44999999999999996,True,0.838750216495211,1.0,0.0,0.0,1.0,0.0,0.2804863672821018,0.18356771975964764,0.23202704352087472,0.17019120593665593,0.23943698301115904,0.23943698301115904,0.07091552004040053,0.07521963913881016,0.07521963913881016,0,,,,0.0,0.0,0.0,0.17019120593665593,standing,0.13494833409317467,0.760563016988841,0.9290844799595994,0.0,14,0.0,14,0.0,14,0.0,0.0,0.0,0.0,0.7309897573707786,13,5
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D12,sink_guard,posture,posture,fallback_mitigation,0,fallback,standing,crouched,front,middle,close,torso,passive,double_support,torso_sink,knee_pair,40.0,,0.0,,0.10510416666666667,12.600000000000001,0.07919151841589842,0.6268623321134997,6.817106022627187,4.340839457247231,0.63,0.0,0.0,0.0,0.0,0.18,slow,0.7230698193372225,0.6,0.1230698193372225,0.37,0.35,0.020000000000000018,derived_model,compact torso guard posture,passive body contraction,passive contact spread,"[""S2"", ""S7"", ""S8""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.12633,revisit,OK,True,False,True,False,False,True,False,0.0,0.5,1.0,0.5,0.42500000000000004,True,0.838750216495211,1.0,0.0,0.0,1.0,0.0,0.2804863672821018,0.18356771975964764,0.23202704352087472,0.1607361389401751,0.2437006707309206,0.2437006707309206,0.07991924545689827,0.0,0.0,0,,,,0.0,0.0,0.0,0.1607361389401751,crouched,0.0,0.7562993292690794,0.9200807545431018,0.0,15,0.0,15,0.0,15,0.0,0.0,0.0,0.0,0.7242883495656516,14,6
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D13,body_turn_guard,posture,posture,fallback_mitigation,0,fallback,standing,standing,lateral,middle,middle,torso,passive,double_support,body_turn,waist_turn,45.0,,0.0,,0.11324218750000001,12.600000000000001,0.08860671709836337,0.7013909372149401,6.817106022627187,4.340839457247231,0.63,0.0,0.0,0.0,0.0,0.1,medium,0.7230698193372225,0.58,0.14306981933722251,0.37,0.35,0.020000000000000018,derived_model,body turn guard to narrow target,passive torso turn,passive contact spread,"[""S2"", ""S7"", ""S8""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.12633,revisit,OK,True,False,True,False,False,True,False,1.0,0.5,0.5,0.5,0.6749999999999999,True,0.8274380767055031,1.0,0.0,0.0,1.0,0.0,0.2804863672821018,0.18356771975964764,0.23202704352087472,0.251843781395711,0.20261639957147973,0.20261639957147973,0.07971372761174782,0.06708161830547682,0.06708161830547682,0,,,,0.0,0.0,0.0,0.251843781395711,standing,0.12034825934079191,0.7973836004285203,0.9202862723882522,0.0,16,0.0,16,0.0,16,0.0,0.0,0.0,0.0,0.758568562759505,15,3
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D14,com_compensation,balance,balance,fallback_mitigation,0,fallback,standing,standing,front_lateral,middle,close,torso,passive,soft_adjust,balance_comp,imu_micro,10.0,,0.0,,0.06627604166666667,10.080000000000002,0.02018008512522157,0.15974103637474527,6.097404990567044,3.88256484232724,0.63,0.0,0.0,0.0,0.0,0.35,none,0.6467333074066086,0.45,0.1967333074066086,0.37,0.3,0.07,derived_model,center of mass compensation micro adjustment for close torso perturbation,micro adjustment support chain,soft low stiffness adjustment,"[""S2"", ""S7"", ""S8""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.12633,revisit,OK,True,False,True,False,False,True,False,1.0,0.5,1.0,0.5,0.775,True,0.8846518859089479,1.0,0.0,0.0,1.0,0.0,0.2101979047886543,0.13088834035416003,0.17054312257140716,0.2901785699475683,0.18067416241325704,0.18067416241325704,0.01722448647362208,0.0,0.0,0,,,,0.0,0.0,0.0,0.2901785699475683,standing,0.0,0.8193258375867429,0.9827755135263779,0.0,17,0.0,17,0.0,17,0.0,0.0,0.0,0.0,0.737161134019739,16,4
A02,hook_punch,punch,0.717846822461321,0,standing,double_support,1,transverse,1,0,0.0,8.593437146405833,6.04734569784446,0.0183116988473166,95.6614963018092,212.5811028929093,0.45,0.81,0.0082151292726396,0.8030385417712823,0.0016190290273843,0.12633,close,1.407433508808227,arc,lateral,high,close,head_torso,fist_contact,transverse,standing,standing,derived_from_q1_action_definition,first_strike,1,single_phase,1.0,0.6,0.0,0.0,double_support,"[""S6""]","[""S2"", ""S4"", ""S6""]",0.72,upper_terminal,transverse,from_contact_to_end,0.06,0.04,0.04,0.2,immediate,1.0,derived_from_q1_phase_templates,0.27,0.45,0.28032380580547683,0.5503238058054769,hook punch,0.2754926265480168,0.3659164830343532,0.31618336196686825,0.01750090619530856,0.09098958588656061,0.90625,8.593437146405833,0.0183116988473166,95.6614963018092,0.0082151292726396,D15,yield_buffer,balance,balance,fallback_mitigation,0,fallback,standing,standing,front,middle,close,torso,soft,soft_adjust,yield_soft,imu_soft,20.0,,0.0,,0.08255208333333333,10.080000000000002,0.03608341409129522,0.28562822838039437,6.774894433963383,4.313960935919156,0.78,0.0,0.0,0.0,0.0,0.18,slow,0.7185925637851207,0.5,0.2185925637851207,0.21999999999999997,0.15,0.06999999999999998,derived_model,yield and buffer against rush or body force at close range,soft yielding path,high damping soft contact,"[""S2"", ""S3"", ""S4"", ""S5"", ""S6""]","[""S7"", ""S8"", ""S9"", ""S10""]",0.12633,revisit,OK,True,False,True,False,False,True,False,0.0,0.5,1.0,0.5,0.42500000000000004,True,0.8669757041818686,0.62,0.0,1.0,1.0,0.0,0.27599078772187946,0.18007109101890817,0.22803093937039381,0.25497755459988763,0.22662513280783,0.22662513280783,0.03232593991430706,0.01777172247214348,0.01777172247214348,0,,,,0.0,0.0,0.0,0.25497755459988763,standing,0.031883486401154446,0.77337486719217,0.9676740600856929,0.0,18,0.0,18,0.0,18,0.0,0.0,0.0,0.0,0.7636199878160607,17,2
